Harga,Kelurahan,Kecamatan,Kota,Kamar Tidur,Luas Bangunan,Hak Guna,Harga per m2
"Rp4,5 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 129m,Strata,"Rp34,9 Jt/m²"
"Rp1,1 M",Kel. Kuningan Timur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Strata,"Rp15,9 Jt/m²"
Rp1 M,Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 99m,Hak Guna Bangunan,"Rp10,1 Jt/m²"
"Rp1,1 M",Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,Sertifikat Hak Milik,"Rp28,8 Jt/m²"
"Rp2,6 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 103m,Strata,"Rp25,2 Jt/m²"
Rp600 Jt,Kel. Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 44m,Strata,"Rp13,6 Jt/m²"
"Rp1,6 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 88m,Strata,"Rp18,8 Jt/m²"
"Rp2,1 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 88m,Strata,"Rp23,9 Jt/m²"
Rp5 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 83m,Hak Guna Bangunan,"Rp60,2 Jt/m²"
Rp900 Jt,Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 38m,Hak Guna Bangunan,"Rp23,7 Jt/m²"
Rp850 Jt,Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 37m,Hak Guna Bangunan,Rp23 Jt/m²
"Rp5,2 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 165m,N/A,"Rp31,5 Jt/m²"
"Rp1,5 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 56m,N/A,"Rp26,8 Jt/m²"
"Rp1,8 M",Kel. Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 68m,Hak Guna Bangunan,"Rp26,5 Jt/m²"
"Rp1,2 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 38m,Sertifikat Hak Milik,"Rp32,9 Jt/m²"
"Rp4,9 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 112m,Sertifikat Hak Milik,"Rp43,8 Jt/m²"
"Rp2,9 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 61m,Sertifikat Hak Milik,"Rp47,5 Jt/m²"
"Rp3,7 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 130m,Sertifikat Hak Milik,"Rp28,8 Jt/m²"
"Rp2,4 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 83m,Sertifikat Hak Milik,"Rp28,9 Jt/m²"
"Rp4,4 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 120m,Hak Guna Bangunan,"Rp36,7 Jt/m²"
Rp290 Jt,Kel. Pondok Kelapa,Kec. Duren Sawit,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 21m,Hak Guna Bangunan,"Rp13,8 Jt/m²"
"Rp2,2 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 98m,Hak Guna Bangunan,"Rp22,4 Jt/m²"
Rp4 M,Kel. Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 141m,N/A,"Rp28,4 Jt/m²"
"Rp10,7 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 170m,N/A,"Rp63,2 Jt/m²"
"Rp1,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,N/A,"Rp22,5 Jt/m²"
Rp580 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 43m,N/A,"Rp13,5 Jt/m²"
"Rp1,5 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 44m,N/A,"Rp34,1 Jt/m²"
Rp14 M,Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 249m,N/A,"Rp56,2 Jt/m²"
"Rp1,1 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 43m,N/A,"Rp25,6 Jt/m²"
"Rp1,1 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 38m,N/A,"Rp28,9 Jt/m²"
"Rp12,3 M",Kel. Gunung,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 298m,Sertifikat Hak Milik,"Rp41,3 Jt/m²"
"Rp3,7 M",Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 165m,Sertifikat Hak Milik,"Rp22,7 Jt/m²"
"Rp5,8 M",Kel. Cipete Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 163m,Sertifikat Hak Milik,"Rp35,6 Jt/m²"
"Rp11,8 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 305m,N/A,Rp39 Jt/m²
"Rp5,9 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 422m,N/A,Rp14 Jt/m²
"Rp2,9 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 103m,N/A,"Rp28,2 Jt/m²"
"Rp1,6 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 55m,N/A,Rp30 Jt/m²
"Rp3,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 75m,N/A,Rp44 Jt/m²
"Rp3,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 93m,Sertifikat Hak Milik,"Rp35,5 Jt/m²"
"Rp3,3 M",Kel. Cipete Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 100m,N/A,Rp33 Jt/m²
Rp850 Jt,Kel. Gondangdia,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 28m,N/A,"Rp30,4 Jt/m²"
"Rp4,2 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 142m,N/A,"Rp29,6 Jt/m²"
"Rp2,7 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 61m,N/A,"Rp45,1 Jt/m²"
"Rp1,5 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp45,5 Jt/m²"
"Rp1,3 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 28m,N/A,"Rp46,4 Jt/m²"
"Rp6,8 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 147m,N/A,"Rp46,3 Jt/m²"
"Rp1,3 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 60m,N/A,"Rp22,5 Jt/m²"
"Rp4,5 M",Kel. Cipete Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 139m,N/A,"Rp32,4 Jt/m²"
"Rp7,3 M",Kel. Gunung,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 177m,Sertifikat Hak Milik,"Rp41,5 Jt/m²"
"Rp1,3 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp40,9 Jt/m²"
"Rp2,3 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 110m,N/A,"Rp20,9 Jt/m²"
"Rp2,7 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 84m,N/A,"Rp32,1 Jt/m²"
"Rp4,5 M",Kel. Kuningan Timur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 200m,N/A,"Rp22,5 Jt/m²"
"Rp1,6 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 50m,N/A,Rp33 Jt/m²
"Rp2,6 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 103m,N/A,"Rp25,7 Jt/m²"
"Rp1,2 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 48m,Sertifikat Hak Milik,Rp25 Jt/m²
"Rp1,8 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 65m,N/A,"Rp27,7 Jt/m²"
"Rp3,5 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 142m,N/A,"Rp24,6 Jt/m²"
"Rp3,5 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 142m,N/A,"Rp24,6 Jt/m²"
"Rp1,9 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 78m,N/A,Rp25 Jt/m²
"Rp1,6 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 67m,N/A,"Rp24,6 Jt/m²"
Rp2 M,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 88m,N/A,"Rp22,7 Jt/m²"
"Rp1,2 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 41m,N/A,"Rp30,5 Jt/m²"
"Rp4,6 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 118m,N/A,Rp39 Jt/m²
"Rp2,8 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 103m,N/A,"Rp27,7 Jt/m²"
"Rp2,2 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 56m,N/A,"Rp39,3 Jt/m²"
"Rp2,6 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 103m,N/A,"Rp25,7 Jt/m²"
Rp3 M,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 100m,N/A,Rp30 Jt/m²
Rp3 M,Kel. Pulo,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 113m,Sertifikat Hak Milik,"Rp26,5 Jt/m²"
Rp2 M,Kel. Pejaten Timur,Kec. Pasar Minggu,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 77m,N/A,Rp26 Jt/m²
"Rp1,5 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 42m,N/A,"Rp35,7 Jt/m²"
"Rp2,7 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 82m,N/A,"Rp32,9 Jt/m²"
"Rp3,7 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 104m,N/A,"Rp35,6 Jt/m²"
Rp850 Jt,Kel. Sumur Batu,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 94m,Sertifikat Hak Milik,Rp9 Jt/m²
Rp9 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 148m,Sertifikat Hak Milik,"Rp61,2 Jt/m²"
"Rp8,5 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 134m,Sertifikat Hak Milik,Rp64 Jt/m²
Rp3 M,Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 80m,Hak Guna Bangunan,"Rp37,5 Jt/m²"
"Rp4,1 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 94m,Hak Guna Bangunan,"Rp43,6 Jt/m²"
"Rp3,5 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 89m,Hak Guna Bangunan,"Rp39,3 Jt/m²"
"Rp2,2 M",Kel. Guntur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 92m,Hak Guna Bangunan,"Rp23,9 Jt/m²"
"Rp1,6 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 33m,Hak Guna Bangunan,"Rp48,5 Jt/m²"
"Rp1,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 90m,Hak Guna Bangunan,"Rp14,4 Jt/m²"
"Rp3,5 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 105m,Hak Guna Bangunan,"Rp33,3 Jt/m²"
"Rp1,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,"Rp18,2 Jt/m²"
"Rp2,9 M",Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 165m,N/A,"Rp17,9 Jt/m²"
"Rp1,3 M",Kel. Kayu Putih,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 68m,Hak Guna Bangunan,"Rp19,9 Jt/m²"
"Rp1,4 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 58m,Sertifikat Hak Milik,"Rp24,1 Jt/m²"
Rp2 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 66m,Hak Guna Bangunan,"Rp30,3 Jt/m²"
"Rp3,6 M",Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 76m,Sertifikat Hak Milik,"Rp47,4 Jt/m²"
Rp2 M,Kel. Kebayoran Lama Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 59m,Sertifikat Hak Milik,"Rp33,9 Jt/m²"
Rp3 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 99m,Hak Guna Bangunan,"Rp30,3 Jt/m²"
"Rp3,9 M",Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 112m,Hak Guna Bangunan,"Rp34,8 Jt/m²"
"Rp2,8 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 89m,Sertifikat Hak Milik,"Rp31,5 Jt/m²"
"Rp4,2 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 163m,Sertifikat Hak Milik,"Rp25,8 Jt/m²"
"Rp2,4 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 82m,Strata,"Rp29,3 Jt/m²"
"Rp4,8 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 224m,N/A,"Rp21,4 Jt/m²"
Rp270 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 21m,N/A,"Rp12,9 Jt/m²"
"Rp1,8 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 93m,N/A,"Rp19,9 Jt/m²"
"Rp16,5 M",Kel. Gunung,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 350m,N/A,"Rp47,1 Jt/m²"
Rp300 Jt,Kel. Papanggo,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 56m,Hak Guna Bangunan,"Rp5,4 Jt/m²"
Rp765 Jt,Kel. Semanan,Kec. Kalideres,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 38m,N/A,"Rp20,1 Jt/m²"
"Rp4,3 M",Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 122m,N/A,"Rp35,2 Jt/m²"
"Rp1,8 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 115m,N/A,"Rp16,1 Jt/m²"
Rp450 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,"Rp12,9 Jt/m²"
"Rp2,4 M",Kel. Bintaro,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 88m,Hak Guna Bangunan,"Rp27,3 Jt/m²"
"Rp1,7 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 130m,Hak Guna Bangunan,"Rp13,5 Jt/m²"
Rp3 M,Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 60m,N/A,Rp50 Jt/m²
Rp460 Jt,Kel. Cempaka Putih Timur,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp13,9 Jt/m²"
"Rp2,6 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 76m,Sertifikat Hak Milik,"Rp34,2 Jt/m²"
Rp300 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 30m,N/A,Rp10 Jt/m²
"Rp8,5 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 243m,Strata,Rp35 Jt/m²
Rp500 Jt,Kel. Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp13,9 Jt/m²"
"Rp2,5 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 41m,N/A,Rp61 Jt/m²
"Rp1,4 M",Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 125m,Sertifikat Hak Milik,"Rp11,6 Jt/m²"
"Rp1,5 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 53m,N/A,"Rp28,3 Jt/m²"
"Rp1,5 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,"Rp20,3 Jt/m²"
"Rp2,2 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 80m,N/A,"Rp27,5 Jt/m²"
"Rp1,8 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 53m,N/A,Rp34 Jt/m²
Rp2 M,Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,Rp27 Jt/m²
"Rp1,2 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 45m,Hak Guna Bangunan,"Rp26,7 Jt/m²"
Rp2 M,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,4 Kamar Tidur,Luas Bangunan 88m,Hak Guna Bangunan,"Rp22,7 Jt/m²"
"Rp1,3 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 74m,N/A,"Rp17,6 Jt/m²"
Rp650 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 49m,N/A,"Rp13,3 Jt/m²"
"Rp1,2 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 38m,Hak Guna Bangunan,"Rp31,6 Jt/m²"
"Rp9,5 M",Kel. Petojo Utara,Kec. Gambir,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 84m,Strata,Rp113 Jt/m²
"Rp1,5 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 81m,Hak Guna Bangunan,"Rp18,5 Jt/m²"
"Rp1,8 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,Rp25 Jt/m²
"Rp1,5 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 81m,Hak Guna Bangunan,"Rp18,5 Jt/m²"
Rp670 Jt,Kel. Cipinang Cempedak,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 40m,Sertifikat Hak Milik,"Rp16,8 Jt/m²"
"Rp2,4 M",Kel. Tebet Barat,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 192m,Sertifikat Hak Milik,"Rp12,8 Jt/m²"
"Rp1,4 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 70m,N/A,Rp20 Jt/m²
"Rp1,2 M",Kel. Kuningan Timur,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,"Rp16,2 Jt/m²"
"Rp1,1 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 74m,N/A,"Rp15,5 Jt/m²"
"Rp1,1 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 76m,N/A,"Rp15,1 Jt/m²"
"Rp2,1 M",Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 76m,N/A,"Rp27,6 Jt/m²"
"Rp1,5 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 92m,N/A,"Rp16,3 Jt/m²"
Rp275 Jt,Kel. Jatinegara,Kec. Cakung,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp8,3 Jt/m²"
Rp250 Jt,Kel. Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 11m,N/A,"Rp22,7 Jt/m²"
Rp820 Jt,Kel. Menteng Atas,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 40m,N/A,"Rp20,5 Jt/m²"
Rp850 Jt,Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 44m,N/A,"Rp19,3 Jt/m²"
"Rp3,7 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 76m,N/A,"Rp48,7 Jt/m²"
"Rp2,3 M",Kel. Cipete Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 71m,N/A,"Rp32,4 Jt/m²"
"Rp3,4 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 96m,N/A,"Rp35,4 Jt/m²"
Rp350 Jt,Kel. Pulo Gadung,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 40m,Sertifikat Hak Milik,"Rp8,8 Jt/m²"
"Rp4,5 M",Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 151m,Sertifikat Hak Milik,"Rp29,8 Jt/m²"
Rp8 M,Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 157m,Hak Guna Bangunan,Rp51 Jt/m²
"Rp4,5 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,4 Kamar Tidur,Luas Bangunan 135m,Sertifikat Hak Milik,"Rp33,3 Jt/m²"
